customer_id,company_name,country,company_size_band,signup_date,acquisition_channel
412,Graham Group,Bharat,51-200,10/14/2023,Organic Search
413,"Miller, Harrell and Reese",United Kingdom,1-10,01/24/2024,Organic Search
414,Cook and Sons,CA,1-10,04-Nov-2025,Google Ads
415,Dixon Inc,USA,51-200,13-Jun-2024,Organic Search
416,"Hicks, Bullock and Bailey",India,1-10,28-Dec-2024,Referral
417,"Mullen, Brewer and Hernandez",US,201-1000,2025-08-07,LinkedIn Ads
418,Thomas and Sons,UK,1-10,21/10/2025,Organic Search
419,Morrison Ltd,USA,11-50,02-Dec-2024,Organic Search
420,Thompson Ltd,Australia,11-50,2023-06-15,Organic Search
421,Marshall-Elliott,UK,11-50,12/12/2023,Google Ads
422,"Cole, Glass and Cunningham",Bharat,11-50,29/05/2025,
423,"Downs, Morris and Maddox",India,,21/10/2024,
424,Hernandez-Jones,US,1-10,2024-10-01,Meta Ads
425,Welch-Hogan,US,51-200,22/07/2025,Organic Search
426,"Brown, Romero and Collins",U.S.A,51-200,2025-01-05,Google Ads
427,Johnson-Wood,USA,51-200,2024-03-08,Organic Search
428,Jones-Lin,US,,2025-12-31,Organic Search
429,Gilbert PLC,United States,11-50,03/05/2025,Google Ads
430,Ford-Spencer,Bharat,1-10,20/01/2023,Organic Search
431,"Huang, Cole and Pacheco",United Kingdom,51-200,13/11/2025,Google Ads
432,"Lopez, Jacobs and Mason",IN,1000+,12/07/2025,Meta Ads
433,Hayes LLC,CA,1-10,11/08/2024,Google Ads
434,"Miller, Lucas and Williams",United States,1-10,11/13/2025,Organic Search
435,"Kim, Gonzales and Mills",CA,11-50,24-Jun-2024,
436,Cox LLC,US,51-200,22/05/2025,
437,Ortiz-Morgan,India,11-50,2024-11-04,LinkedIn Ads
438,"Williams, Mccoy and Cook",US,1-10,01/10/2024,LinkedIn Ads
439,Davis-Gregory,Bharat,,08/12/2023,Organic Search
440,King-York,U.S.A,1-10,16/06/2025,
441,"Marks, Cook and Aguilar",Britain,201-1000,2023-08-20,LinkedIn Ads
442,Rangel LLC,Bharat,51-200,10-Dec-2025,Organic Search
443,"Hale, Myers and Larson",United Kingdom,51-200,06/05/2025,Google Ads
444,Collins Group,United States,11-50,24/01/2023,Google Ads
445,"Conner, Li and Santiago",U.S.A,,10/18/2024,Direct
446,"Osborn, Gaines and Davis",UK,11-50,06/11/2023,Referral
447,"Henderson, Cox and Cox",U.S.A,1-10,2023-02-06,
448,Bean LLC,Bharat,201-1000,15-Sep-2024,Organic Search
449,Lee-Cooke,United States,51-200,01-Apr-2024,Meta Ads
450,Jones Inc,India,51-200,19-Jul-2023,Google Ads
451,"Wise, Conley and Stephenson",U.K.,1-10,08/06/2023,Google Ads
452,Stanley PLC,USA,1-10,20/01/2024,Referral
453,Harper and Sons,India,1-10,04/28/2025,Organic Search
454,White Ltd,UK,1-10,10/18/2025,Organic Search
455,"Lamb, Martin and Kim",Canada,51-200,22-Dec-2023,Google Ads
456,Diaz-Ball,Britain,1000+,07-May-2025,Direct
457,Bishop-Goodwin,CA,1-10,01-Oct-2023,Organic Search
458,Young-Allen,Bharat,1-10,21/03/2024,Organic Search
459,Mckee-Lee,Canada,11-50,10/28/2025,Organic Search
460,"Valentine, Joyce and Murray",Britain,1-10,2025-12-29,Referral
461,Strickland-Shaw,United States,1-10,26-Apr-2023,Referral
462,Burch-Montoya,United States,1-10,27/08/2024,LinkedIn Ads
463,"Taylor, Wright and Davidson",Bharat,1-10,2025-03-07,Referral
464,Spencer-Garcia,CA,1000+,2025-05-03,Direct
465,"Rosales, Mitchell and Hines",India,51-200,26/06/2025,Direct
466,Cole-Palmer,India,11-50,2024-08-25,Direct
467,Davis-Lozano,U.S.A,11-50,25-Jul-2024,Google Ads
468,Wilkerson-Arias,UK,,23-Mar-2023,Meta Ads
469,Brown-Shaw,U.K.,51-200,2023-05-30,Meta Ads
470,Hughes Inc,India,11-50,01-May-2025,LinkedIn Ads
471,Walker-Flores,US,1000+,2024-03-23,Organic Search
472,Combs Ltd,US,1-10,2025-07-01,Organic Search
473,Moody-Taylor,IN,201-1000,20-Feb-2025,Direct
474,Lowery-Kennedy,US,,19/11/2025,LinkedIn Ads
475,Blake Group,United States,1-10,2023-07-16,
476,Gilbert-Bullock,USA,51-200,05/18/2025,Google Ads
477,Scott and Sons,India,,11/11/2023,
478,"Bentley, Lynch and Henderson",Bharat,11-50,05/25/2023,Google Ads
479,Young-Martinez,United Kingdom,51-200,2025-03-08,LinkedIn Ads
480,Barnes PLC,India,201-1000,2025-01-02,Google Ads
481,Brown-Copeland,U.S.A,11-50,20/02/2025,Organic Search
482,Carlson-Smith,Bharat,1000+,27-Aug-2024,Google Ads
483,"Andrews, Higgins and Carter",Canada,1-10,2023-10-17,Google Ads
484,Mendez and Sons,US,11-50,09/03/2024,Organic Search
485,"Butler, Beck and Miller",IN,1-10,02/02/2024,
486,Jones-Fox,India,51-200,18-Aug-2024,Meta Ads
487,"Hartman, Romero and Smith",USA,1-10,24-Jul-2023,Google Ads
488,Williams-Hughes,IN,11-50,2023-11-09,Meta Ads
489,King-Smith,USA,1-10,06/12/2025,Meta Ads
490,Cooper Ltd,U.K.,11-50,17-Sep-2024,Google Ads
491,"Fuller, Ingram and Moss",Australia,1-10,2024-02-07,
492,Anderson-Bell,AU,51-200,2023-03-05,Organic Search
493,Li-Thompson,Britain,11-50,01-Nov-2023,Google Ads
494,"Marshall, Dominguez and Welch",United States,11-50,23/03/2025,Google Ads
495,Brown Group,India,1-10,02/07/2025,Organic Search
496,Carter Inc,IN,1-10,04/01/2025,Referral
497,Blackwell LLC,USA,201-1000,2025-11-26,Meta Ads
498,Robertson-Hays,US,51-200,31-Jul-2023,LinkedIn Ads
499,"Kennedy, Johnson and Lucas",UK,51-200,10-Feb-2025,Meta Ads
500,Kelly-Norman,USA,11-50,2025-11-23,Referral
501,"Rivera, Martinez and Richardson",UK,1-10,19/06/2025,Google Ads
502,Paul-Kline,United States,11-50,04/16/2024,Meta Ads
503,Morgan-Lopez,USA,1-10,2025-04-21,Google Ads
504,"Jimenez, Glass and Stone",Australia,1-10,2023-04-25,Direct
505,Acosta Inc,AU,201-1000,08/03/2024,Google Ads
506,Morrison-Short,U.S.A,51-200,20-Oct-2023,Referral
507,"Carter, Garcia and Murphy",US,11-50,2025-07-17,Google Ads
508,Parker-Morrison,U.S.A,11-50,2023-11-03,Google Ads
509,Jackson-Wallace,USA,201-1000,03-Jan-2023,Referral
510,Williams-Berg,AU,11-50,21-Dec-2025,Direct
511,Mendez-Graham,United Kingdom,1-10,21-May-2025,LinkedIn Ads
512,"Whitney, Gould and Jones",Britain,1-10,2024-06-11,Organic Search
513,"Sullivan, Palmer and Brady",Britain,51-200,25-Feb-2024,Meta Ads
514,Cisneros and Sons,U.S.A,11-50,01/18/2025,Direct
515,"Gregory, Kim and Martinez",U.S.A,1000+,03/06/2024,Organic Search
516,Osborne LLC,AU,51-200,01/09/2023,LinkedIn Ads
517,Reyes-Bradley,U.K.,,17/04/2023,Direct
518,"Hernandez, Cole and Watson",Britain,1-10,06/30/2023,
519,Hines-Berry,CA,,03/12/2025,Direct
520,"Richardson, Edwards and Ramirez",IN,1-10,2023-01-22,Organic Search
521,Johnson and Sons,Bharat,51-200,2025-11-22,Organic Search
522,Holmes-Mcintyre,Canada,51-200,2024-07-19,Meta Ads
523,Green LLC,India,11-50,04-Jul-2023,Organic Search
524,"Griffin, Davies and Mitchell",CA,11-50,08-Apr-2024,Google Ads
525,Gonzalez-Taylor,United States,11-50,29-May-2023,Meta Ads
526,Hayes Ltd,AU,51-200,27-May-2024,Direct
527,Osborn-Cochran,CA,201-1000,08/01/2025,Referral
528,Contreras-Mckinney,India,51-200,15-Apr-2024,LinkedIn Ads
529,"Daniels, Vance and York",United States,51-200,03/28/2025,Referral
530,"Mckinney, Graves and Thompson",USA,1-10,05/07/2024,Organic Search
531,Hicks-Martinez,USA,1-10,27/06/2024,Google Ads
532,Conner and Sons,India,51-200,2023-06-10,Organic Search
533,Johnson-Spencer,AUS,11-50,10/07/2024,Direct
534,Mcdonald-Bird,US,,03/25/2025,Organic Search
535,Salazar Inc,Canada,1-10,2025-10-26,Referral
536,Parker Ltd,IN,51-200,08-Oct-2024,Google Ads
537,"Mendoza, Jenkins and Ortiz",US,11-50,19-Jan-2024,Google Ads
538,"Jones, Compton and Day",U.S.A,11-50,03/07/2024,Referral
539,Owens-Holmes,USA,51-200,04/13/2024,Organic Search
540,Humphrey PLC,USA,51-200,26-Aug-2025,Google Ads
541,"Matthews, Saunders and Anderson",IN,11-50,2024-05-28,Organic Search
542,"Bartlett, Brown and Martinez",US,51-200,02-Sep-2025,Google Ads
543,Torres and Sons,U.K.,1-10,05/12/2024,Google Ads
544,Donovan-Perez,UK,11-50,2024-08-05,Organic Search
545,"Jacobson, Singleton and King",US,11-50,07-Aug-2025,Google Ads
546,"Huber, Hill and Weber",Britain,1-10,27-May-2023,Meta Ads
547,"Ferguson, Shaw and Jackson",IN,201-1000,07/09/2024,Referral
548,"Moore, Hopkins and Le",UK,1-10,2023-02-17,Google Ads
549,"Morgan, Bradshaw and Williams",U.S.A,1-10,07/30/2023,
550,Miller Ltd,United Kingdom,1-10,01-Aug-2023,Google Ads
551,"Baker, Clark and Armstrong",US,11-50,26-Jun-2025,
552,"Fowler, Jimenez and Burton",AUS,11-50,02/09/2025,Referral
553,May-Turner,Canada,11-50,24-Jul-2025,Organic Search
554,Ballard Ltd,CA,51-200,10-Apr-2024,LinkedIn Ads
555,Evans-Jones,USA,1-10,12/05/2024,LinkedIn Ads
556,Moore Group,U.S.A,11-50,08/22/2024,Referral
557,Marshall-Peterson,USA,51-200,09-Mar-2025,Google Ads
558,Edwards Ltd,US,1-10,04/25/2025,Google Ads
559,Gross-Valencia,IN,,04/10/2025,Google Ads
560,Anderson-Wood,CA,,2024-07-05,LinkedIn Ads
561,"Rodriguez, Allen and Martinez",U.K.,1-10,2025-05-10,Referral
562,Wright-Davis,USA,1-10,25-Apr-2023,Meta Ads
563,Dougherty-Lin,Australia,1000+,07/09/2023,Organic Search
564,Wright-Grimes,India,11-50,02/12/2024,Referral
565,Li PLC,US,1-10,2024-10-23,Organic Search
566,"Edwards, Hines and Jimenez",US,11-50,11/02/2024,Google Ads
567,"Owens, Koch and Jimenez",IN,1-10,2023-01-31,Meta Ads
568,Landry PLC,CA,11-50,14-Nov-2023,Google Ads
569,Levy-Lewis,Canada,11-50,05/03/2023,Google Ads
570,Williams-Campbell,US,51-200,17-Jun-2025,Google Ads
571,"Khan, Pena and Ruiz",AUS,11-50,15-Jun-2025,LinkedIn Ads
572,"Smith, Rodriguez and Anderson",U.S.A,201-1000,17/07/2024,Organic Search
573,Luna-Gallagher,U.K.,11-50,2025-01-21,Referral
574,Williams-Williams,IN,1-10,04/05/2024,Google Ads
575,"Lee, Tran and Jones",Britain,11-50,2023-11-12,Meta Ads
576,"Cole, Pierce and Bryan",USA,201-1000,01/01/2024,Google Ads
577,"Becker, Wilson and Hester",Bharat,1-10,08/06/2024,
578,Brooks-Hatfield,India,51-200,08/16/2025,Google Ads
579,"Mcmillan, Fischer and Gonzalez",AU,,30-Apr-2023,
580,"Morales, Williams and Williams",USA,1-10,29/11/2025,Organic Search
581,"Cook, Wells and Bryant",UK,51-200,04/30/2025,Referral
582,"Barry, Taylor and Velazquez",Australia,11-50,01/05/2024,LinkedIn Ads
583,Martin-Ewing,CA,51-200,26-Oct-2024,LinkedIn Ads
584,"Kirby, Wheeler and Romero",Bharat,11-50,03/14/2024,Organic Search
585,"Patel, Erickson and Evans",Britain,51-200,01-Jan-2023,Direct
586,Richardson Ltd,USA,201-1000,15-Mar-2024,Google Ads
587,Whitney PLC,Canada,1-10,13/07/2023,Meta Ads
588,Robles-Swanson,US,11-50,08-Jul-2023,
589,"Soto, Carlson and Baker",India,51-200,26-Sep-2025,Organic Search
590,"Patton, Parsons and Lane",U.S.A,51-200,06/10/2023,Direct
591,"Williams, Castillo and Warren",United Kingdom,51-200,04/09/2024,Referral
592,"Harvey, Randall and Hernandez",United States,11-50,2024-10-15,Google Ads
593,"Allen, Armstrong and Graves",IN,51-200,07/01/2025,Organic Search
594,Smith LLC,US,11-50,06/19/2023,Organic Search
595,Hernandez-Vaughn,UK,11-50,04/10/2023,Google Ads
596,Shaw-Carr,US,1-10,05/30/2025,Direct
597,Salas-Fitzgerald,USA,1-10,18-Oct-2024,Organic Search
598,Thornton PLC,IN,11-50,26/10/2023,Direct
599,Hoffman Ltd,India,51-200,19-Aug-2023,Google Ads
600,Fox-Edwards,United States,11-50,16/09/2024,Google Ads
601,Stevens PLC,U.K.,11-50,09/16/2025,Direct
602,Payne-Lowe,United Kingdom,1-10,2024-06-07,Meta Ads
603,"Becker, Lara and Baker",United Kingdom,11-50,2023-05-17,Meta Ads
604,Lee-Wright,U.S.A,1000+,04/18/2024,LinkedIn Ads
605,"Evans, David and Hendrix",AU,1-10,2023-06-30,LinkedIn Ads
606,Bush-Vaughn,US,,14-Nov-2024,Organic Search
607,Stewart-Bailey,India,1-10,2025-10-23,Google Ads
608,"Hill, Martinez and Rhodes",CA,1-10,04/06/2024,Referral
609,Huang-Foster,UK,1-10,04-May-2025,Google Ads
610,Blevins-Ballard,UK,51-200,28/02/2024,Organic Search
611,Williams-Moses,USA,1000+,30/05/2025,Direct
612,Reed Group,United States,1-10,01/13/2024,Referral
613,"Scott, Mendoza and Harris",CA,51-200,26/06/2025,Referral
614,"Nelson, Hoffman and Nelson",India,1-10,27/09/2023,Referral
615,Gilbert PLC,UK,11-50,02/23/2023,Organic Search
616,Sanchez Ltd,IN,201-1000,2024-01-12,LinkedIn Ads
617,"Perez, Hall and Garcia",United Kingdom,1000+,06/07/2024,Google Ads
618,Love-Garcia,U.S.A,51-200,2025-09-30,Referral
619,Smith PLC,IN,11-50,2024-10-02,Direct
620,Russell Group,Britain,51-200,07/24/2025,Google Ads
621,Santos-Avila,Canada,,03/04/2025,Organic Search
622,Morris-Brewer,AUS,1-10,02/08/2025,Meta Ads
623,Pearson and Sons,Britain,51-200,05/07/2023,Google Ads
624,"Rodgers, Jefferson and Johnson",US,1-10,07/12/2025,LinkedIn Ads
625,Butler and Sons,US,51-200,02-Dec-2023,Google Ads
626,Osborn Group,U.S.A,11-50,13/11/2025,
627,Lopez-Curry,Canada,201-1000,29-Nov-2023,Google Ads
628,Mcdowell-Smith,IN,11-50,14-Aug-2024,Google Ads
629,"Morrison, Hebert and Rogers",U.S.A,11-50,10/18/2025,Google Ads
630,Hays-Daniels,Britain,11-50,12/06/2023,Google Ads
631,Small-Anderson,USA,51-200,23-Apr-2023,Google Ads
632,"Mcdonald, Lee and Rodriguez",United States,1-10,11/04/2023,Direct
633,Simon Ltd,CA,1-10,2023-03-15,Meta Ads
634,Higgins-Smith,Bharat,1-10,05/13/2023,Google Ads
635,Gibbs-Bradley,UK,1-10,04/30/2023,Organic Search
636,Thompson Ltd,Bharat,11-50,11-Aug-2024,Referral
637,Wilcox-Robertson,CA,51-200,30/11/2025,LinkedIn Ads
638,Morales Inc,India,1-10,04/01/2023,LinkedIn Ads
639,Holden Group,IN,1-10,27/04/2025,Meta Ads
640,Boyle-Smith,IN,1-10,19-May-2023,
641,Young-Molina,United States,1-10,12/26/2023,Referral
642,Turner-Sharp,Bharat,11-50,06-Oct-2023,Organic Search
643,Green LLC,Britain,51-200,2023-04-25,Meta Ads
644,"Young, Contreras and Marshall",US,1-10,12/25/2024,Google Ads
645,Sullivan PLC,India,1-10,08-Mar-2025,Google Ads
646,"Carrillo, Vaughn and Fowler",IN,1-10,27-Apr-2025,Referral
647,Richardson-Walker,US,1-10,12/25/2023,Referral
648,Mendoza Group,Britain,1-10,21-Oct-2025,Meta Ads
649,"Zhang, Brooks and Miles",India,51-200,2023-07-21,Direct
650,Todd-Pham,United Kingdom,1-10,09-Jan-2023,Google Ads
651,Gill Ltd,United Kingdom,11-50,31-Jul-2023,Organic Search
652,"Marks, Miller and Griffin",India,1-10,2024-10-19,Meta Ads
653,"Cox, Stark and Rodriguez",USA,1-10,14-Jul-2024,Direct
654,"Leach, Harris and Herrera",U.K.,201-1000,17-Oct-2023,Referral
655,Murphy PLC,IN,1-10,06/27/2025,
656,Wilson-Harris,U.S.A,1-10,03/13/2025,Organic Search
657,"Burns, Nolan and Griffin",IN,51-200,11/11/2024,Organic Search
658,Chavez PLC,United Kingdom,1-10,08/17/2025,Meta Ads
659,Bryant-Brown,USA,201-1000,22-Oct-2023,Organic Search
660,Chambers-Parker,IN,11-50,17/07/2025,Google Ads
661,Foster Inc,US,11-50,2023-09-18,LinkedIn Ads
662,"Robinson, Jones and Henderson",Bharat,11-50,08/02/2025,LinkedIn Ads
663,"Brown, Mcknight and Michael",US,51-200,02-Mar-2024,Organic Search
664,Andersen Group,UK,51-200,12/21/2023,Google Ads
665,Mitchell and Sons,U.S.A,11-50,2024-10-28,Referral
666,Cannon Ltd,Britain,11-50,2024-11-01,Organic Search
667,"Stuart, Brooks and Vance",Bharat,11-50,02/11/2023,Meta Ads
668,Kane-Knox,IN,11-50,09/05/2024,Direct
669,Miller-Brandt,IN,11-50,02-Jul-2023,Organic Search
670,"Anderson, Dalton and Wilson",United States,51-200,2023-01-02,Referral
671,"Long, Anderson and Irwin",U.S.A,51-200,13/10/2024,LinkedIn Ads
672,Avila LLC,UK,51-200,26/02/2025,Meta Ads
673,Nunez-Stephens,United States,1-10,02/02/2023,Referral
674,"Gray, Hall and Murray",U.S.A,201-1000,07/22/2025,Organic Search
675,Hill Ltd,Britain,11-50,26/02/2025,Google Ads
676,Johnson Ltd,IN,,04/21/2025,
677,Mendez-Mayer,India,1000+,13-Sep-2025,Google Ads
678,Allen Inc,United Kingdom,201-1000,2025-12-07,Google Ads
679,Wheeler Group,Bharat,11-50,10/01/2024,
680,"Powers, Brennan and Sanchez",Britain,11-50,2024-11-09,Direct
681,Morales and Sons,Bharat,51-200,14/09/2024,Organic Search
682,"Robinson, Shields and Brown",U.K.,1-10,25-Feb-2023,Google Ads
683,"Holder, Young and Hendricks",US,201-1000,17/07/2024,Google Ads
684,"Flores, Harper and Chambers",IN,1-10,2023-12-26,Organic Search
685,Young-Walter,United States,11-50,10/25/2023,Referral
686,"Boyd, Gutierrez and Hill",India,51-200,2025-06-20,Google Ads
687,"Fry, Hobbs and Buck",India,1-10,18/04/2023,Meta Ads
688,"Shelton, Peters and Williams",U.S.A,1-10,08/29/2025,LinkedIn Ads
689,David-Powers,US,51-200,12/21/2025,Google Ads
690,"Flores, Butler and Hernandez",Bharat,1-10,07/12/2024,Meta Ads
691,White-Medina,UK,11-50,2024-02-04,Organic Search
692,Atkinson LLC,India,11-50,25-Jan-2023,LinkedIn Ads
693,"Thomas, Ford and Brown",United States,11-50,18/02/2023,Google Ads
694,Faulkner-Grant,Canada,1-10,03/09/2023,Organic Search
695,Price LLC,AU,1-10,13-Jan-2024,LinkedIn Ads
696,Rivera Inc,Bharat,1-10,10/24/2024,
697,Boone-Davis,United States,1000+,12/06/2024,Meta Ads
698,"Calderon, Williams and Bennett",India,1-10,2025-10-04,LinkedIn Ads
699,"Morrison, Russo and Lopez",CA,1-10,2023-07-31,Google Ads
700,"Ramsey, Hansen and Mendoza",Australia,201-1000,01/02/2023,Organic Search
701,Turner-Stout,Britain,11-50,06/09/2025,Referral
702,Giles Ltd,U.S.A,11-50,09/06/2023,Direct
703,Burgess Group,United States,11-50,18-Jan-2025,Direct
704,Dominguez Ltd,India,1000+,2023-03-22,Organic Search
705,Sanders and Sons,IN,1-10,23/09/2025,Organic Search
706,"Morris, Campbell and Owens",USA,11-50,09/28/2025,Referral
707,"Howard, Green and Hunt",Canada,1-10,17/03/2023,Meta Ads
708,Owens-Lang,AU,11-50,07/12/2025,Organic Search
709,"Harrison, Franco and Rocha",Canada,11-50,17/10/2023,Google Ads
710,Edwards-Williams,India,1-10,01/30/2023,Google Ads
711,Figueroa Inc,Bharat,51-200,11/05/2023,Google Ads
712,Tran-Silva,USA,1-10,2025-05-22,Referral
713,"Butler, Hernandez and Rivera",Canada,51-200,20-Oct-2024,Referral
714,Hudson-Sanchez,US,51-200,17/10/2023,Google Ads
715,"Pena, Cohen and Scott",Canada,1-10,2023-10-01,Referral
716,Levy-May,Australia,1-10,14-Jan-2023,Direct
717,Murray-Oconnor,Britain,1-10,17/09/2023,Organic Search
718,Jackson-Cortez,India,51-200,04-Jan-2024,Organic Search
719,White-Preston,United States,1-10,27/04/2024,Direct
720,"Bernard, Warren and Combs",UK,1-10,07/20/2024,Google Ads
721,Landry Ltd,UK,1-10,03/30/2023,Meta Ads
722,Duran Group,United States,1-10,27/12/2023,
723,Kirby and Sons,Bharat,11-50,2024-10-29,Organic Search
724,Mann Inc,United States,51-200,04/30/2024,Referral
725,Wagner LLC,United Kingdom,1-10,11/06/2025,Direct
726,Williamson Ltd,UK,1000+,2025-01-04,Google Ads
727,"Durham, Hopkins and Smith",United States,11-50,11/08/2025,Google Ads
728,"Arnold, Smith and Moreno",Bharat,11-50,12/15/2023,Organic Search
729,Nichols-Mitchell,Australia,51-200,27/08/2025,Meta Ads
730,"Li, Craig and Drake",U.S.A,201-1000,2024-03-31,Organic Search
731,Rodriguez Inc,United Kingdom,1000+,03/24/2023,Organic Search
732,"Hernandez, Lee and Fox",United Kingdom,11-50,07/15/2025,Google Ads
733,Adams-Sanders,Canada,1-10,04-Jan-2025,Organic Search
734,Chung-Stevens,U.S.A,1000+,19/02/2023,LinkedIn Ads
735,Branch and Sons,IN,51-200,08-Aug-2025,Google Ads
736,Sutton-Abbott,U.K.,51-200,22/05/2025,Organic Search
737,"Frey, Santos and Johnson",India,51-200,2024-11-18,Google Ads
738,Gray-Tran,US,11-50,2025-08-11,Meta Ads
739,Walsh Ltd,UK,1000+,11/10/2023,Google Ads
740,Miller Group,India,11-50,2024-10-18,Meta Ads
741,"Mueller, Knight and Hodge",U.S.A,11-50,22-Sep-2025,Referral
742,Jacobson Inc,U.K.,1-10,15/05/2023,Referral
743,Lewis Ltd,United States,1-10,12/08/2023,Google Ads
744,"Alvarez, Williams and Jones",United Kingdom,11-50,08/23/2024,Organic Search
745,Lam-Elliott,United Kingdom,1-10,20-Aug-2024,Google Ads
746,White LLC,U.K.,11-50,10/30/2024,Organic Search
747,Ali PLC,USA,1-10,2024-09-19,Meta Ads
748,Goodwin Ltd,US,1000+,22/07/2025,Organic Search
749,Hickman-Evans,Canada,1-10,27-Nov-2023,Google Ads
750,"Allen, Davenport and Price",USA,51-200,13/03/2023,Direct
751,"Rivera, Campos and Taylor",United Kingdom,11-50,21-Feb-2023,LinkedIn Ads
752,"Ramsey, Mason and Mccann",US,11-50,28/08/2024,Meta Ads
753,Davis and Sons,Bharat,1-10,2025-06-24,
754,Peterson PLC,U.S.A,,27/03/2024,Google Ads
755,"Sanders, Ayala and Johnson",IN,1-10,2024-02-05,LinkedIn Ads
756,Bowers-Hayes,CA,11-50,03-Feb-2024,
757,Kelly Group,U.S.A,11-50,01/27/2025,Google Ads
758,Lopez-Willis,Australia,51-200,17-Mar-2024,LinkedIn Ads
759,Miller-Montgomery,U.S.A,1-10,04/28/2025,Organic Search
760,Marquez Inc,CA,201-1000,16-May-2023,
761,Moore-Dawson,Britain,1-10,08-Oct-2023,Referral
762,"Moore, Price and Ward",AUS,,08-Oct-2025,
763,Smith LLC,U.S.A,51-200,12/09/2023,Referral
764,Ward-Nelson,US,1000+,10/06/2025,Google Ads
765,Miller Group,AU,1000+,2025-09-01,Referral
766,Hawkins-Hunt,Australia,1-10,2023-04-30,LinkedIn Ads
767,Johnson LLC,U.S.A,1-10,30/12/2024,
768,"Davis, George and Nguyen",India,11-50,13-Jul-2023,Google Ads
769,Smith-Gutierrez,US,11-50,16-Jul-2023,Meta Ads
770,Hardy PLC,U.S.A,1-10,23/04/2025,Direct
771,Armstrong and Sons,AU,51-200,12/12/2025,Organic Search
772,"James, Taylor and Turner",United Kingdom,51-200,27-Aug-2023,Direct
773,Thomas-Jackson,U.S.A,51-200,2025-12-07,
774,Fisher-Washington,USA,1-10,2024-04-09,Google Ads
775,Ward and Sons,U.S.A,1-10,2025-06-02,Google Ads
776,"Weber, Wheeler and Gonzalez",U.K.,1-10,30/03/2023,Organic Search
777,Taylor Inc,UK,51-200,14-Jan-2024,Google Ads
778,Cook-Oliver,CA,1-10,2024-12-22,LinkedIn Ads
779,Alexander-Jordan,United States,1-10,2025-12-19,Google Ads
780,"Mccann, Taylor and Flores",Canada,201-1000,14/03/2024,Referral
781,"Harris, Edwards and Oconnell",United Kingdom,51-200,01/06/2024,Direct
782,Carter-Neal,US,11-50,11-Sep-2023,LinkedIn Ads
783,Faulkner-Casey,United Kingdom,1-10,18-Jun-2023,Google Ads
784,Bennett-Velasquez,IN,11-50,2024-04-07,Meta Ads
785,Diaz-Frederick,AUS,1-10,01/22/2025,Direct
786,Vargas PLC,United Kingdom,1-10,02/09/2023,LinkedIn Ads
787,Maldonado PLC,USA,1-10,11/24/2024,Referral
788,Benton Group,IN,51-200,07/13/2024,Referral
789,"Clark, Salinas and Guerra",CA,51-200,29/10/2023,Google Ads
790,Fuentes Group,United States,11-50,20-May-2023,Google Ads
791,"Porter, Schultz and Allen",United States,51-200,06-Jun-2023,LinkedIn Ads
792,"Moore, Henderson and Bennett",IN,1-10,2025-10-30,Meta Ads
793,Ewing-Mendoza,Canada,11-50,24/02/2025,
794,Ferguson-Mclean,U.K.,11-50,2023-12-03,Google Ads
795,"Barnes, Johnson and Schmitt",Britain,11-50,08/20/2025,Referral
796,"Woodard, Herrera and Little",Britain,51-200,23/12/2024,Meta Ads
797,Rodriguez and Sons,AUS,51-200,25-Feb-2023,Organic Search
798,"Ortega, Jackson and Salazar",United Kingdom,1-10,2024-05-15,Organic Search
799,"Terrell, Byrd and Ross",Australia,,11/22/2024,LinkedIn Ads
